,season_week,week_start_date,denv1_cases,denv2_cases,denv3_cases,denv4_cases,other_positive_cases,total_cases,year,month,day,TMAX,TMIN,TAVG,TDTR,PRCP,precipitation_amount,Reanalysis_Year,Reanalysis_Month,Reanalysis_Day,Reanalysis_ air_temperature,Reanalysis_ dew_point_temperature,Reanalysis_relative_humidity,Reanalysis_ specific_humidity,Reanalysis_ minimum_air_temperature,Reanalysis_ maximum_air_temperature,Reanalysis_precipitation_amount,Reanalysis_TDTR,Reanalysis_TAVG,week_number, Week,ndvi_se, ndvi_sw,ndvi_ne,ndvi_nw
311,52,2006-06-25,0,0,0,0,0,0,2006,6,25,33.4,-9999.0,-9999.0,-9999.0,0.0,0,2006,6,25,297.71,291.72,72.25,13.43,289.2,307.2,0,18,298.2,25,25.0, 2.213800e-01, 2.214600e-01, 2.233600e-01, 3.714167e-01
312,1,2006-07-02,0,0,0,0,1,1,2006,7,2,31.4,22.0,26.7,9.4,4.1,1.14,2006,7,2,295.52,294.98,96.75,16.33,294.5,299.5,0.9,5,297,26,26.0, 3.118571e-01, 3.046286e-01, 2.039333e-01, 3.360286e-01
313,2,2006-07-09,0,0,1,0,1,2,2006,7,9,-9999.0,21.8,-9999.0,-9999.0,-9999.0,0,2006,7,9,297.82,294.05,81.88,15.5,295.1,303.7,0.8,8.599999999999966,299.4,27,27.0, 3.201714e-01, 2.326857e-01, 2.081000e-01, 2.921143e-01
314,3,2006-07-16,0,0,2,0,1,3,2006,7,16,-9999.0,19.9,-9999.0,-9999.0,15.0,1.49,2006,7,16,296.71,294.27,88.8,15.69,293,303.2,7.5,10.199999999999989,298.1,28,28.0, 3.499857e-01, 2.949167e-01, 2.920429e-01, 2.884571e-01
315,4,2006-07-23,0,0,1,0,1,2,2006,7,23,31.7,21.9,26.8,9.8,0.5,12.77,2006,7,23,296.92,295.88,94.45,17.37,294.5,303.9,8.8,9.399999999999977,299.2,29,29.0, 3.602857e-01, 3.211286e-01, 3.410000e-01, 3.629571e-01
316,5,2006-07-30,0,0,1,0,1,2,2006,7,30,-9999.0,20.6,-9999.0,-9999.0,-9999.0,3.51,2006,7,30,297.97,295.58,88.7,17.02,294.2,308.3,5.7,14.100000000000023,301.25,30,30.0, 3.186857e-01, 2.859000e-01, 3.523429e-01, 3.766429e-01
317,6,2006-08-06,0,0,1,0,1,2,2006,8,6,-9999.0,21.8,-9999.0,-9999.0,3.0,5.41,2006,8,6,298.31,292.3,70.65,13.95,292.9,306.7,0.8,13.800000000000011,299.79999999999995,31,31.0, 2.016857e-01, 2.015571e-01, 1.625571e-01, 2.003286e-01
318,7,2006-08-13,0,0,1,0,1,2,2006,8,13,-9999.0,20.9,-9999.0,-9999.0,-9999.0,0,2006,8,13,299.98,294.85,73.73,16.33,296.1,307.7,4.2,11.599999999999966,301.9,32,32.0, 4.397857e-01, 3.809857e-01, 3.675857e-01, 3.333143e-01
319,8,2006-08-20,0,0,1,0,1,2,2006,8,20,29.4,22.2,25.8,7.2,0.0,3.61,2006,8,20,297.38,296.98,98,18.61,295.8,301.1,4.9,5.300000000000011,298.45000000000005,33,33.0, 2.908000e-01, 3.337000e-01, 2.386750e-01, 2.856571e-01
320,9,2006-08-27,0,0,3,0,1,4,2006,8,27,31.2,21.6,26.4,9.6,80.0,32.13,2006,8,27,297.64,296.65,94.28,18.24,295.4,299.6,10.54,4.2000000000000455,297.5,34,34.0, 2.736429e-01, 2.427571e-01, 2.089429e-01, 2.408857e-01
321,10,2006-09-03,0,0,0,0,0,0,2006,9,3,34.1,20.8,27.4,13.3,0.0,17.08,2006,9,3,300.68,293.05,67.83,14.65,292.9,310.3,0,17.400000000000034,301.6,35,35.0, 3.097833e-01, 3.948167e-01, 3.501286e-01, 2.846833e-01
322,11,2006-09-10,0,0,5,0,1,6,2006,9,10,-9999.0,21.3,-9999.0,-9999.0,-9999.0,4.04,2006,9,10,296.09,295.05,94.15,16.51,293.8,297.9,8.5,4.099999999999966,295.85,36,36.0, 2.277857e-01, 2.834143e-01, 2.833143e-01, 2.443714e-01
323,12,2006-09-17,0,0,2,0,1,3,2006,9,17,33.7,22.5,28.1,11.2,-9999.0,25.03,2006,9,17,299.46,294.73,79.75,16.27,295.5,308.2,15.9,12.699999999999989,301.85,37,37.0, 2.800400e-01, 2.585500e-01, 2.367167e-01, 2.361833e-01
324,13,2006-09-24,0,0,1,0,1,2,2006,9,24,33.0,-9999.0,-9999.0,-9999.0,1.0,31.76,2006,9,24,301.5,294.83,68.3,16.32,296.4,307.7,3.3,11.300000000000011,302.04999999999995,38,38.0, 3.807286e-01, 3.075714e-01, 3.783667e-01, 3.023000e-01
325,14,2006-10-01,0,0,4,0,2,6,2006,10,1,31.9,-9999.0,-9999.0,-9999.0,0.0,16.23,2006,10,1,299.45,296.65,86.48,18.26,296.8,304,0.2,7.199999999999989,300.4,39,39.0, 4.655000e-01, 4.934429e-01, 2.415429e-01, 4.734000e-01
326,15,2006-10-08,0,0,1,0,1,2,2006,10,8,-9999.0,22.7,-9999.0,-9999.0,0.0,5.99,2006,10,8,299.91,297.54,87.65,19.29,296.7,308.6,1.4,11.900000000000034,302.65,40,40.0, 3.549500e-01, 3.139167e-01, 2.479333e-01, 3.508143e-01
327,16,2006-10-15,0,0,5,0,2,7,2006,10,15,33.5,-9999.0,-9999.0,-9999.0,0.0,25.55,2006,10,15,299.13,297.26,90.8,19.02,297.1,303.3,7.4,6.199999999999989,300.20000000000005,41,41.0, 1.556167e-01, 1.546143e-01, 1.915200e-01, 2.151857e-01
328,17,2006-10-22,0,0,4,0,0,4,2006,10,22,32.7,23.8,28.2,8.9,-9999.0,17.8,2006,10,22,297.7,297.45,98.5,19.09,296.6,299,24.6,2.3999999999999773,297.8,42,42.0, 3.215000e-01, 3.337571e-01, 2.769000e-01, 2.100857e-01
329,18,2006-10-29,0,0,3,0,3,6,2006,10,29,34.6,23.6,29.1,11.0,7.9,18.62,2006,10,29,299.76,298.21,91.4,20.18,296.8,306.7,12.5,9.899999999999977,301.75,43,43.0, 4.882286e-01, 3.788286e-01, 3.681429e-01, 4.377429e-01
330,19,2006-11-05,0,0,4,0,2,6,2006,11,5,32.4,-9999.0,-9999.0,-9999.0,0.0,22.81,2006,11,5,298.95,298.19,96,20.14,296.9,305.2,8.6,8.300000000000011,301.04999999999995,44,44.0, 3.603286e-01, 3.247857e-01, 2.740143e-01, 3.477143e-01
331,20,2006-11-12,0,0,1,0,1,2,2006,11,12,32.2,22.8,27.5,9.4,6.1,6.23,2006,11,12,296.2,295.83,97.98,17.4,293.7,299.9,4.7,6.199999999999989,296.79999999999995,45,45.0, 2.951286e-01, 2.770000e-01, 2.463857e-01, 3.020714e-01
332,21,2006-11-19,0,0,11,0,2,13,2006,11,19,31.0,-9999.0,-9999.0,-9999.0,10.9,14.59,2006,11,19,298.71,297.4,93.27,19.08,296.2,304.8,8.6,8.600000000000023,300.5,46,46.0, 3.191429e-01, 2.470286e-01, 1.862857e-01, 2.737000e-01
333,22,2006-11-26,0,0,8,0,2,10,2006,11,26,31.4,-9999.0,-9999.0,-9999.0,5.1,7.28,2006,11,26,298.8,298.27,97.05,20.2,295.2,303.4,25.08,8.199999999999989,299.29999999999995,47,47.0, 3.405571e-01, 3.283857e-01, 2.662571e-01, 3.427286e-01
334,23,2006-12-03,0,0,4,0,1,5,2006,12,3,32.8,24.0,28.4,8.8,-9999.0,3.36,2006,12,3,298.48,298.21,98.57,20.11,295.2,300.5,22.8,5.300000000000011,297.85,48,48.0, 1.504714e-01, 1.557286e-01, 1.515714e-01, 1.926000e-01
335,24,2006-12-10,0,0,1,0,1,2,2006,12,10,,,,,,0,2006,12,10,298.86,298.3,96.95,20.23,296.9,304.4,9.7,7.5,300.65,49,49.0, 4.470833e-01, 4.276000e-01, 3.015143e-01, 3.405714e-01
336,25,2006-12-17,0,0,0,0,0,0,2006,12,17,-9999.0,23.5,-9999.0,-9999.0,-9999.0,12.5,2006,12,17,298.58,296.37,89.37,17.92,295.3,306.7,6.7,11.399999999999977,301,50,50.0, 3.785000e-01, 4.147857e-01, 3.020333e-01, 3.492286e-01
337,26,2006-12-24,0,0,0,0,1,1,2006,12,24,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,2006,12,24,297.85,296.1,91.28,17.6,295.5,304.1,1.9,8.600000000000023,299.8,51,51.0, 3.278200e-01, 3.529500e-01, 2.619200e-01, 3.814667e-01
338,27,2007-01-01,0,0,0,0,0,0,2007,1,1,32.0,22.8,27.4,9.2,136.9,37.31,2007,1,1,296.49,295.84,96.53,17.34,294.3,300.6,12.7,6.300000000000011,297.45000000000005,1,1.0, 2.201167e-01, 1.324000e-01, 1.589571e-01, 1.905714e-01
339,28,2007-01-08,0,0,11,0,3,14,2007,1,8,30.1,23.0,26.5,7.1,0.5,0,2007,1,8,297.56,296.85,96.27,18.49,296.2,302.4,4.3,6.199999999999989,299.29999999999995,2,2.0, 1.732857e-01, 2.379571e-01, 2.069333e-01, 1.343000e-01
340,29,2007-01-15,0,0,5,0,1,6,2007,1,15,-9999.0,23.7,-9999.0,-9999.0,-9999.0,4.28,2007,1,15,299.18,296.91,88.05,18.57,295,305.5,5.9,10.5,300.25,3,3.0, 2.719000e-01, 2.523000e-01, 2.938000e-01, 2.094143e-01
341,30,2007-01-22,0,0,9,0,1,10,2007,1,22,31.4,23.3,27.3,8.1,1.0,21.98,2007,1,22,297.66,297.16,97.22,18.82,295.5,301.3,7.6,5.800000000000011,298.4,4,4.0, 1.936714e-01, 3.068571e-01, 1.394714e-01, 2.619000e-01
342,31,2007-01-29,0,0,4,0,1,5,2007,1,29,35.0,22.4,28.7,12.6,-9999.0,0,2007,1,29,299.37,296.33,86.25,17.89,294.3,307.8,0.2,13.5,301.05,5,5.0, 1.744143e-01, 2.003143e-01, 1.805000e-01, 1.590714e-01
343,32,2007-02-05,0,0,11,0,1,12,2007,2,5,-9999.0,22.4,-9999.0,-9999.0,-9999.0,0,2007,2,5,298.02,295.16,87.35,16.69,294,304.6,0.2,10.600000000000023,299.3,6,6.0, 3.175000e-01, 4.429286e-01, 4.014857e-01, 3.285429e-01
344,33,2007-02-12,0,0,8,0,1,9,2007,2,12,33.0,22.0,27.5,11.0,61.0,7.5,2007,2,12,297.67,295.76,89.9,17.24,295.3,303,0.4,7.699999999999989,299.15,7,7.0, 2.858000e-01, 3.195714e-01, 2.957000e-01, 2.570286e-01
345,34,2007-02-19,0,0,4,0,1,5,2007,2,19,-9999.0,21.9,-9999.0,-9999.0,-9999.0,6.51,2007,2,19,301.55,294.4,66.5,15.92,295.7,306.8,3.7,11.100000000000023,301.25,8,8.0, 2.570143e-01, 2.372286e-01, 1.182333e-01, 1.790857e-01
346,35,2007-02-26,0,0,9,0,2,11,2007,2,26,-9999.0,21.6,-9999.0,-9999.0,8.9,0.66,2007,2,26,296.62,295.92,96.2,17.43,294,301.6,5.53,7.600000000000023,297.8,9,9.0, 1.735000e-01, 1.659167e-01, 1.996333e-01, 1.745000e-01
347,36,2007-03-05,0,0,1,0,1,2,2007,3,5,30.6,-9999.0,-9999.0,-9999.0,0.0,7.81,2007,3,5,295.9,295.85,99.9,17.39,294.7,297.6,133.5,2.900000000000034,296.15,10,10.0, 2.160000e-01, 2.275286e-01, 2.136000e-01, 1.889143e-01
348,37,2007-03-12,0,0,6,0,0,6,2007,3,12,-9999.0,22.5,-9999.0,-9999.0,43.9,0.83,2007,3,12,297.57,296.68,95.28,18.28,295.8,303.3,3.2,7.5,299.55,11,11.0, 3.033167e-01, 2.926143e-01, 2.850333e-01, 2.571429e-01
349,38,2007-03-19,0,0,5,0,2,7,2007,3,19,-9999.0,22.0,-9999.0,-9999.0,88.9,82.8,2007,3,19,295.9,295.8,99.3,17.24,294.2,297.1,26.2,2.900000000000034,295.65,12,12.0, 2.132400e-01, 2.218286e-01, 2.231286e-01, 2.643714e-01
350,39,2007-03-26,0,0,5,0,1,6,2007,3,26,-9999.0,23.2,-9999.0,-9999.0,0.0,0,2007,3,26,297.96,297.33,96.7,19.1,295.8,305.3,6.9,9.5,300.55,13,13.0, 2.386714e-01, 2.591857e-01, 2.447429e-01, 2.162286e-01
351,40,2007-04-02,0,0,3,0,2,5,2007,4,2,32.6,-9999.0,-9999.0,-9999.0,51.1,14.03,2007,4,2,297.8,297.56,98.62,19.26,296.2,300,16.1,3.8000000000000114,298.1,14,14.0, 2.381000e-01, 2.738000e-01, 1.912000e-01, 2.749571e-01
352,41,2007-04-09,0,0,4,0,5,9,2007,4,9,-9999.0,23.0,-9999.0,-9999.0,0.5,1.86,2007,4,9,296.54,296.43,99.5,17.95,295.5,298.1,5.6,2.6000000000000227,296.8,15,15.0, 1.525167e-01, 1.575571e-01, 1.494857e-01, 2.294143e-01
353,42,2007-04-16,0,0,4,0,1,5,2007,4,16,-9999.0,22.1,-9999.0,-9999.0,1.0,0,2007,4,16,298.06,297.75,98.43,19.5,295,301.6,24.7,6.600000000000023,298.3,16,16.0, 1.430857e-01, 2.743143e-01, 2.071571e-01, 1.684571e-01
354,43,2007-04-23,0,0,5,0,3,8,2007,4,23,-9999.0,23.3,-9999.0,-9999.0,-9999.0,1.96,2007,4,23,296.63,295.55,94.28,17.04,294.3,301.5,0.8,7.199999999999989,297.9,17,17.0, 2.713714e-01, 3.006000e-01, 1.836571e-01, 2.030000e-01
355,44,2007-04-30,0,0,2,0,1,3,2007,4,30,-9999.0,21.0,-9999.0,-9999.0,5.1,0,2007,4,30,296.7,293.74,86.4,15.21,293.6,304.7,0.8,11.099999999999966,299.15,18,18.0, 1.947143e-01, 1.730857e-01, 1.541000e-01, 2.957143e-01
356,45,2007-05-07,0,0,3,0,1,4,2007,5,7,33.5,23.1,28.3,10.4,0.0,45.54,2007,5,7,297.8,296.27,91.8,18.05,293.5,306.6,5.6,13.100000000000023,300.05,19,19.0, 1.582571e-01, 2.322714e-01, 1.622857e-01, 1.830714e-01
357,46,2007-05-14,0,0,4,0,7,11,2007,5,14,32.5,23.8,28.1,8.7,0.3,2.19,2007,5,14,296.94,294.35,87.68,15.77,293.4,304.4,3.4,11,298.9,20,20.0, 1.701857e-01, 2.290714e-01, 1.714000e-01, 1.620000e-01
358,47,2007-05-21,0,0,4,0,1,5,2007,5,21,-9999.0,21.7,-9999.0,-9999.0,0.0,1.76,2007,5,21,298.26,297.08,93.8,18.69,294.7,302.7,18.1,8,298.7,21,21.0, 3.646143e-01, 3.496857e-01, 2.568286e-01, 3.299000e-01
359,48,2007-05-28,0,0,6,0,2,8,2007,5,28,-9999.0,19.5,-9999.0,-9999.0,-9999.0,4.82,2007,5,28,296.77,294.83,89.83,16.29,292.7,302.6,0.9,9.900000000000034,297.65,22,22.0, 9.005714e-02, 6.474286e-02, 8.222857e-02, 1.110571e-01
360,49,2007-06-04,0,0,3,0,1,4,2007,6,4,31.0,-9999.0,-9999.0,-9999.0,0.5,7.52,2007,6,4,297.44,296.92,97.02,18.45,296.3,299.6,8,3.3000000000000114,297.95000000000005,23,23.0, 2.085000e-01, 2.338571e-01, 2.569500e-01, 2.148833e-01
361,50,2007-06-11,0,0,2,0,1,3,2007,6,11,31.4,22.5,27.0,8.9,3.0,10.97,2007,6,11,296.81,294.57,89.35,16.01,291.8,303.1,3.3,11.300000000000011,297.45000000000005,24,24.0, 3.420714e-01, 3.012286e-01, 2.853000e-01, 3.405571e-01
362,51,2007-06-18,0,0,0,0,1,1,2007,6,18,-9999.0,21.2,-9999.0,-9999.0,0.0,0,2007,6,18,296.43,295.77,96.3,17.21,294.7,299.8,3,5.100000000000023,297.25,25,25.0, 1.667000e-01, 1.659000e-01, 1.207857e-01, 1.729714e-01
363,52,2007-06-25,0,0,2,0,0,2,2007,6,25,31.5,-9999.0,-9999.0,-9999.0,0.0,0,2007,6,25,297.5,294.62,85.05,16.03,292.7,305,0.4,12.300000000000011,298.85,26,26.0, 1.534571e-01, 1.292571e-01, 1.744571e-01, 2.022143e-01
364,1,2007-07-02,0,0,1,0,2,3,2007,7,2,30.9,19.9,25.4,11.0,-9999.0,0,2007,7,2,296.57,290.53,73.52,12.37,290.2,305.6,0,15.400000000000034,297.9,27,27.0, 1.814429e-01, 2.099429e-01, 2.692286e-01, 1.934571e-01
365,2,2007-07-09,0,0,3,0,1,4,2007,7,9,32.3,-9999.0,-9999.0,-9999.0,31.0,9.17,2007,7,9,297.11,295.65,92.52,17.11,295.5,300.9,1.6,5.399999999999977,298.2,28,28.0, 3.217667e-01, 3.513000e-01, 2.734000e-01, 2.545000e-01
366,3,2007-07-16,0,0,0,0,1,1,2007,7,16,-9999.0,-9999.0,-9999.0,-9999.0,2.0,11.4,2007,7,16,294.82,294.7,99.48,16.14,292.7,295.9,14.5,3.1999999999999886,294.29999999999995,29,29.0, 3.075571e-01, 3.648429e-01, 3.397000e-01, 3.642429e-01
367,4,2007-07-23,0,0,5,0,3,8,2007,7,23,-9999.0,20.9,-9999.0,-9999.0,-9999.0,3.16,2007,7,23,299.59,293.75,73.53,15.24,294.8,307.3,0,12.5,301.05,30,30.0, 3.589714e-01, 4.225000e-01, 4.017571e-01, 2.960857e-01
368,5,2007-07-30,0,0,3,0,2,5,2007,7,30,-9999.0,16.9,-9999.0,-9999.0,-9999.0,0,2007,7,30,297.68,290.52,68.3,12.44,290.6,305,0,14.399999999999977,297.8,31,31.0, 4.172286e-01, 4.898714e-01, 3.699286e-01, 3.669714e-01
369,6,2007-08-06,0,0,1,0,2,3,2007,8,6,-9999.0,20.3,-9999.0,-9999.0,0.0,2.02,2007,8,6,299.22,292.53,69.8,14.11,292.1,308.2,0.68,16.099999999999966,300.15,32,32.0, 2.782429e-01, 2.669571e-01, 2.361286e-01, 2.923000e-01
370,7,2007-08-13,0,0,1,0,1,2,2007,8,13,-9999.0,21.3,-9999.0,-9999.0,0.0,0,2007,8,13,297.87,294.4,82.62,15.85,294.3,304.2,1.9,9.899999999999977,299.25,33,33.0, 2.666667e-01, 1.964571e-01, 2.719333e-01, 2.438857e-01
371,8,2007-08-20,0,0,4,0,3,7,2007,8,20,32.0,21.1,26.5,10.9,4.1,0,2007,8,20,300.17,292.25,66.78,14,294.4,307.7,0,13.300000000000011,301.04999999999995,34,34.0, 3.393714e-01, 3.687143e-01, 3.569714e-01, 3.291286e-01
372,9,2007-08-27,0,0,0,0,1,1,2007,8,27,33.7,21.5,27.6,12.2,-9999.0,16.33,2007,8,27,297.16,296.4,95.3,17.88,294.7,301.7,5.2,7,298.2,35,35.0, 2.787857e-01, 3.737429e-01, 2.463571e-01, 2.349857e-01
373,10,2007-09-03,0,0,5,0,1,6,2007,9,3,-9999.0,20.9,-9999.0,-9999.0,0.0,1.25,2007,9,3,296.51,294.92,91.57,16.42,293.5,303.8,4.1,10.300000000000011,298.65,36,36.0, 2.795500e-01, 3.280571e-01, 2.826857e-01, 3.277143e-01
374,11,2007-09-10,0,0,7,0,0,7,2007,9,10,-9999.0,-9999.0,-9999.0,-9999.0,15.0,6.25,2007,9,10,298.04,294.1,82.88,15.59,293.2,307.2,0.4,14,300.2,37,37.0, 2.888167e-01, 3.393000e-01, 2.889571e-01, 2.660714e-01
375,12,2007-09-17,0,0,5,0,0,5,2007,9,17,-9999.0,21.8,-9999.0,-9999.0,-9999.0,0,2007,9,17,299.03,295.1,80.45,16.56,294.2,308.6,0.9,14.400000000000034,301.4,38,38.0, 3.156571e-01, 4.172000e-01, 3.545000e-01, 3.326429e-01
376,13,2007-09-24,0,0,2,0,0,2,2007,9,24,-9999.0,22.2,-9999.0,-9999.0,-9999.0,10.11,2007,9,24,300.91,296.38,77.47,17.96,296.1,310.6,3.2,14.5,303.35,39,39.0, 2.309000e-01, 3.128000e-01, 2.363429e-01, 2.308857e-01
377,14,2007-10-01,0,0,5,0,1,6,2007,10,1,-9999.0,22.2,-9999.0,-9999.0,3.0,1.36,2007,10,1,297.74,296.18,92.27,17.72,295.1,305.9,3.6,10.799999999999955,300.5,40,40.0, 3.199714e-01, 2.934714e-01, 2.544167e-01, 3.151000e-01
378,15,2007-10-08,0,0,6,0,5,11,2007,10,8,-9999.0,22.8,-9999.0,-9999.0,-9999.0,5.3,2007,10,8,297.93,297.35,96.88,19.11,295.4,302.8,16.88,7.400000000000034,299.1,41,41.0, 3.851857e-01, 4.381286e-01, 4.050714e-01, 3.106286e-01
379,16,2007-10-15,0,0,5,0,1,6,2007,10,15,32.0,-9999.0,-9999.0,-9999.0,-9999.0,21.99,2007,10,15,298.07,297.82,98.77,19.66,296.4,299.4,23.2,3,297.9,42,42.0, 2.251286e-01, 2.383857e-01, 1.505143e-01, 1.959857e-01
380,17,2007-10-22,0,0,2,0,1,3,2007,10,22,31.2,22.2,26.7,9.0,0.3,6.41,2007,10,22,297.54,296.21,92.93,17.93,293.4,305.1,14.2,11.700000000000045,299.25,43,43.0, 4.034714e-01, 4.229000e-01, 3.202286e-01, 4.087000e-01
381,18,2007-10-29,0,0,11,0,0,11,2007,10,29,31.8,-9999.0,-9999.0,-9999.0,-9999.0,22.51,2007,10,29,297.58,295.52,90.05,17.04,294.3,305.7,7.3,11.399999999999977,300,44,44.0, 2.657429e-01, 2.469143e-01, 2.856000e-01, 2.923143e-01
382,19,2007-11-05,0,0,10,0,1,11,2007,11,5,-9999.0,-9999.0,-9999.0,-9999.0,0.0,5.13,2007,11,5,299.08,298.38,96.1,20.42,296.7,304.7,7.3,8,300.7,45,45.0, 3.334571e-01, 3.311286e-01, 3.242571e-01, 2.469000e-01
383,20,2007-11-12,0,0,4,0,1,5,2007,11,12,-9999.0,22.9,-9999.0,-9999.0,8.9,24.86,2007,11,12,299.74,298.25,92.18,20.17,296.3,308.6,13.2,12.300000000000011,302.45000000000005,46,46.0, 1.784286e-01, 1.853000e-01, 1.287500e-01, 2.167714e-01
384,21,2007-11-19,0,0,3,0,1,4,2007,11,19,32.4,-9999.0,-9999.0,-9999.0,0.0,0.55,2007,11,19,297.68,297.04,96.47,18.69,295.3,302,8.2,6.699999999999989,298.65,47,47.0, 2.284714e-01, 1.996714e-01, 1.886571e-01, 2.345571e-01
385,22,2007-11-26,0,0,8,0,1,9,2007,11,26,32.3,-9999.0,-9999.0,-9999.0,38.1,14.3,2007,11,26,298,297.72,98.48,19.49,296.3,301.7,16.58,5.399999999999977,299,48,48.0, 1.656400e-01, 1.819143e-01, 1.793000e-01, 1.276000e-01
386,23,2007-12-03,0,0,20,0,3,23,2007,12,3,32.8,-9999.0,-9999.0,-9999.0,-9999.0,1.88,2007,12,3,298.93,297.86,94.03,19.7,296.1,304.8,13.2,8.699999999999989,300.45000000000005,49,49.0, 2.993714e-01, 3.498429e-01, 3.367143e-01, 2.615857e-01
387,24,2007-12-10,0,0,26,0,2,28,2007,12,10,32.6,-9999.0,-9999.0,-9999.0,0.0,0,2007,12,10,298.19,297.6,96.62,19.43,295.6,302.5,20.8,6.899999999999977,299.05,50,50.0, 3.138333e-01, 2.937429e-01, 2.335143e-01, 2.426000e-01
388,25,2007-12-17,0,0,24,0,2,26,2007,12,17,32.4,22.6,27.5,9.8,233.9,71.9,2007,12,17,297.73,297.46,98.6,19.19,296.8,300.6,12.3,3.8000000000000114,298.70000000000005,51,51.0, 2.698000e-01, 2.367143e-01, 2.756857e-01, 2.755143e-01
