,season_week,week_start_date,denv1_cases,denv2_cases,denv3_cases,denv4_cases,other_positive_cases,total_cases,year,month,day,TMAX,TMIN,TAVG,TDTR,PRCP,precipitation_amount,Reanalysis_Year,Reanalysis_Month,Reanalysis_Day,Reanalysis_ air_temperature,Reanalysis_ dew_point_temperature,Reanalysis_relative_humidity,Reanalysis_ specific_humidity,Reanalysis_ minimum_air_temperature,Reanalysis_ maximum_air_temperature,Reanalysis_precipitation_amount,Reanalysis_TDTR,Reanalysis_TAVG,week_number, Week,ndvi_se, ndvi_sw,ndvi_ne,ndvi_nw
389,26,2007-12-24,0,0,6,0,1,7,2007,12,24,32.0,-9999.0,-9999.0,-9999.0,0.0,10.5,2007,12,24,297.98,296.03,90.58,17.57,295.1,303.6,3.2,8.5,299.35,52,52.0, 1.992000e-01, 2.308222e-01, 1.947667e-01, 1.711111e-01
390,27,2008-01-01,0,0,22,0,7,29,2008,1,1,-9999.0,22.9,-9999.0,-9999.0,2.0,3.48,2008,1,1,296.26,295.7,96.9,17.24,294.3,298.9,1.7,4.599999999999966,296.6,1,1.0, 1.914714e-01, 1.872429e-01, 1.554143e-01, 1.760143e-01
391,28,2008-01-08,0,0,46,0,12,58,2008,1,8,29.2,22.0,25.6,7.2,110.0,2.8,2008,1,8,296.23,294.74,92.45,16.27,292.4,304.1,3.4,11.700000000000045,298.25,2,2.0, 4.449333e-01, 4.697286e-01, 2.758500e-01, 3.569000e-01
392,29,2008-01-15,0,0,21,0,5,26,2008,1,15,31.3,-9999.0,-9999.0,-9999.0,0.0,42.55,2008,1,15,296.29,296.25,99.8,17.8,295.9,296.7,61.87,0.8000000000000114,296.29999999999995,3,3.0, 1.882286e-01, 1.699714e-01, 2.208286e-01, 2.332429e-01
393,30,2008-01-22,0,0,32,0,6,38,2008,1,22,-9999.0,22.8,-9999.0,-9999.0,0.0,11.22,2008,1,22,298.29,296.65,91.9,18.24,294.8,304.6,5,9.800000000000011,299.70000000000005,4,4.0, 2.779714e-01, 2.956714e-01, 3.249286e-01, 2.219143e-01
394,31,2008-01-29,0,0,31,0,4,35,2008,1,29,33.5,22.9,28.2,10.6,0.0,2.58,2008,1,29,299.6,296.05,85.07,17.68,295.2,307,6.7,11.800000000000011,301.1,5,5.0, 3.519500e-01, 4.029714e-01, 3.705714e-01, 3.138000e-01
395,32,2008-02-05,0,0,34,0,3,37,2008,2,5,-9999.0,22.5,-9999.0,-9999.0,-9999.0,0,2008,2,5,298.45,297,92.6,18.62,296.1,302.7,6,6.599999999999966,299.4,6,6.0, 2.256429e-01, 1.860714e-01, 1.707500e-01, 1.981000e-01
396,33,2008-02-12,0,0,18,0,2,20,2008,2,12,-9999.0,-9999.0,-9999.0,-9999.0,51.1,9.89,2008,2,12,296.14,294.77,93.12,16.28,292.9,302,3.7,9.100000000000023,297.45,7,7.0, 1.739429e-01, 1.734286e-01, 1.989167e-01, 1.684286e-01
397,34,2008-02-19,0,0,25,1,3,29,2008,2,19,-9999.0,23.0,-9999.0,-9999.0,2.0,0.74,2008,2,19,297.13,296.95,99.12,18.59,294.9,299.5,14.2,4.600000000000023,297.2,8,8.0, 2.409500e-01, 1.874429e-01, 2.236000e-01, 1.620429e-01
398,35,2008-02-26,0,0,20,0,5,25,2008,2,26,31.5,21.9,26.7,9.6,19.1,10.58,2008,2,26,296.41,295.06,92.47,16.57,293.3,301.4,2.3,8.099999999999966,297.35,9,9.0, 3.493143e-01, 3.878714e-01, 2.227286e-01, 2.677286e-01
399,36,2008-03-04,0,0,18,1,4,23,2008,3,4,28.1,22.5,25.3,5.6,13.0,11.66,2008,3,4,296.91,293.62,83.48,15.14,293,303.9,0.7,10.899999999999977,298.45,10,10.0, 1.697429e-01, 2.008429e-01, 1.386667e-01, 1.700571e-01
400,37,2008-03-11,0,0,8,0,1,9,2008,3,11,31.4,-9999.0,-9999.0,-9999.0,0.0,1.21,2008,3,11,298.49,294.49,79.28,15.98,293.7,305,5.4,11.300000000000011,299.35,11,11.0, 1.292429e-01, 1.506571e-01, 1.729571e-01, 1.260286e-01
401,38,2008-03-18,0,0,2,0,1,3,2008,3,18,30.3,-9999.0,-9999.0,-9999.0,0.0,1.76,2008,3,18,296.02,294.64,92.5,16.12,293.1,301.2,0.9,8.099999999999966,297.15,12,12.0, 2.383333e-01, 2.000714e-01, 2.327286e-01, 1.239429e-01
402,39,2008-03-25,0,0,4,0,2,6,2008,3,25,-9999.0,22.5,-9999.0,-9999.0,0.0,0,2008,3,25,297.52,295.77,91.45,17.23,294.3,304.3,4.22,10,299.3,13,13.0, 3.366000e-01, 3.773143e-01, 3.042143e-01, 3.229000e-01
403,40,2008-04-01,0,0,5,0,1,6,2008,4,1,-9999.0,23.3,-9999.0,-9999.0,1.0,7.04,2008,4,1,298.48,296.17,87.3,17.85,294.6,304,8.6,9.399999999999977,299.3,14,14.0, 2.700833e-01, 2.151571e-01, 1.902714e-01, 1.906571e-01
404,41,2008-04-08,0,0,2,1,0,3,2008,4,8,,,,,,10.07,2008,4,8,297.23,295.83,92.1,17.33,294.8,300.5,1.5,5.699999999999989,297.65,15,15.0, 2.843571e-01, 3.028286e-01, 3.536714e-01, 3.217857e-01
405,42,2008-04-15,0,0,0,0,1,1,2008,4,15,31.8,22.3,27.0,9.5,0.0,19.42,2008,4,15,297.59,297.38,99.02,19.11,296.4,300,31.57,3.6000000000000227,298.2,16,16.0, 3.026143e-01, 3.287571e-01, 2.446714e-01, 2.963143e-01
406,43,2008-04-22,0,0,2,0,1,3,2008,4,22,-9999.0,22.7,-9999.0,-9999.0,0.0,1.73,2008,4,22,297.87,295.4,87.75,16.85,293.8,305.2,4.85,11.399999999999977,299.5,17,17.0, 2.706000e-01, 2.830714e-01, 3.713143e-01, 3.442286e-01
407,44,2008-04-29,0,0,0,0,1,1,2008,4,29,,,,,,9.94,2008,4,29,296.67,296.23,97.32,17.75,294.2,300.8,5.54,6.600000000000023,297.5,18,18.0, 6.172857e-02, 1.178429e-01, 1.339000e-01, 9.471429e-02
408,45,2008-05-06,0,0,1,0,0,1,2008,5,6,-9999.0,18.0,-9999.0,-9999.0,-9999.0,0,2008,5,6,293.8,291.15,86.18,12.95,288.5,301.1,0,12.600000000000023,294.8,19,19.0, 1.361571e-01, 1.345571e-01, 1.631571e-01, 1.391571e-01
409,46,2008-05-13,0,0,0,0,0,0,2008,5,13,-9999.0,22.7,-9999.0,-9999.0,19.1,0,2008,5,13,295.6,295.55,99.57,16.93,294.8,296.3,12.2,1.5,295.55,20,20.0, 1.963857e-01, 2.255857e-01, 2.963200e-01, 2.641571e-01
410,47,2008-05-20,0,0,0,0,2,2,2008,5,20,-9999.0,22.5,-9999.0,-9999.0,0.0,5.97,2008,5,20,296.44,295.8,96.55,17.28,295.1,300.7,92.4,5.599999999999966,297.9,21,21.0, 2.210167e-01, 1.994714e-01, 2.353167e-01, 1.804429e-01
411,48,2008-05-27,0,0,1,0,0,1,2008,5,27,31.1,22.8,27.0,8.3,4.1,7.69,2008,5,27,296.88,295.17,91,16.65,292.2,304.4,2.9,12.199999999999989,298.29999999999995,22,22.0, 1.224500e-01, 1.033143e-01, 1.571000e-01, 8.600000e-02
412,49,2008-06-03,0,0,0,0,1,1,2008,6,3,-9999.0,19.3,-9999.0,-9999.0,0.8,0,2008,6,3,295.9,294.12,90.12,15.5,292.8,300.6,0.9,7.800000000000011,296.70000000000005,23,23.0, 1.951857e-01, 1.336143e-01, 1.577143e-01, 1.844286e-01
413,50,2008-06-10,0,0,0,0,0,0,2008,6,10,-9999.0,22.4,-9999.0,-9999.0,7.1,5.36,2008,6,10,296.75,295.1,91.3,16.5,294.4,302.2,2.4,7.800000000000011,298.29999999999995,24,24.0, 2.937429e-01, 2.919571e-01, 2.643667e-01, 2.466286e-01
414,51,2008-06-17,0,0,0,0,0,0,2008,6,17,-9999.0,21.2,-9999.0,-9999.0,16.0,10.94,2008,6,17,296.02,295.82,99.05,17.26,295.1,297.3,17,2.1999999999999886,296.20000000000005,25,25.0, 2.240286e-01, 2.452143e-01, 1.754714e-01, 2.656571e-01
415,52,2008-06-24,0,0,0,1,0,1,2008,6,24,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,2008,6,24,295.36,295.22,99.3,16.66,294.4,296.9,5.9,2.5,295.65,26,26.0, 1.970429e-01, 2.656143e-01, 2.779833e-01, 2.139429e-01
416,1,2008-07-01,0,0,0,0,0,0,2008,7,1,-9999.0,22.7,-9999.0,-9999.0,0.0,0,2008,7,1,295.82,294.35,91.5,15.78,293.5,298.6,0.2,5.100000000000023,296.05,27,27.0, 3.048286e-01, 2.558143e-01, 2.336714e-01, 2.489143e-01
417,2,2008-07-08,0,0,1,0,2,3,2008,7,8,-9999.0,22.5,-9999.0,-9999.0,2.0,1.74,2008,7,8,295.5,294.9,96.72,16.39,293.2,302.7,5.5,9.5,297.95,28,28.0, 1.538500e-01, 1.328857e-01, 1.495857e-01, 3.294429e-01
418,3,2008-07-15,0,0,0,1,2,3,2008,7,15,-9999.0,21.0,-9999.0,-9999.0,-9999.0,13.42,2008,7,15,296.32,295.95,98.02,17.47,294.6,301.3,16.1,6.699999999999989,297.95000000000005,29,29.0, 2.323857e-01, 1.984286e-01, 2.139571e-01, 2.203000e-01
419,4,2008-07-22,0,0,0,0,1,1,2008,7,22,-9999.0,20.7,-9999.0,-9999.0,8.9,6.32,2008,7,22,298.03,295.48,88.53,16.96,294.8,303.7,4.8,8.899999999999977,299.25,30,30.0, 3.270167e-01, 3.095500e-01, 2.091167e-01, 2.837667e-01
420,5,2008-07-29,0,0,2,1,2,5,2008,7,29,-9999.0,22.1,-9999.0,-9999.0,-9999.0,5.54,2008,7,29,296.1,295.42,96.12,16.84,294.4,299.3,99.8,4.900000000000034,296.85,31,31.0, 3.548000e-01, 3.921167e-01, 3.465500e-01, 2.674167e-01
421,6,2008-08-05,0,0,0,0,2,2,2008,8,5,34.8,22.7,28.8,12.1,0.8,1.74,2008,8,5,297.22,294.83,87.9,16.29,293.3,302.4,0.6,9.099999999999966,297.85,32,32.0, 2.002000e-01, 1.997286e-01, 2.513857e-01, 2.113429e-01
422,7,2008-08-12,0,0,1,2,2,5,2008,8,12,34.3,21.0,27.6,13.3,-9999.0,0,2008,8,12,299.4,292.78,72.3,14.39,292.6,309.4,0,16.799999999999955,301,33,33.0, 4.303714e-01, 4.657286e-01, 4.330143e-01, 4.369143e-01
423,8,2008-08-19,0,0,0,4,1,5,2008,8,19,34.0,-9999.0,-9999.0,-9999.0,-9999.0,4.03,2008,8,19,298.94,295.25,83.55,16.76,294.9,307.6,4,12.700000000000045,301.25,34,34.0, 2.833000e-01, 3.805000e-01, 3.044714e-01, 2.744571e-01
424,9,2008-08-26,0,0,1,2,2,5,2008,8,26,33.2,-9999.0,-9999.0,-9999.0,-9999.0,9.97,2008,8,26,297.81,294.42,84.42,15.89,294.4,304.9,0,10.5,299.65,35,35.0, 3.181857e-01, 3.236000e-01, 3.197667e-01, 3.081714e-01
425,10,2008-09-02,0,0,0,7,2,9,2008,9,2,34.2,21.9,28.0,12.3,0.5,10.06,2008,9,2,296.04,295.45,96.65,16.94,294.2,298.3,5.5,4.100000000000023,296.25,36,36.0, 3.398000e-01, 3.092333e-01, 3.691000e-01, 2.888000e-01
426,11,2008-09-09,0,0,3,11,3,17,2008,9,9,-9999.0,20.8,-9999.0,-9999.0,5.1,2.49,2008,9,9,297.39,296.65,95.9,18.23,295,303.3,15.8,8.300000000000011,299.15,37,37.0, 2.319000e-01, 2.327833e-01, 2.762500e-01, 2.612000e-01
427,12,2008-09-16,0,0,1,14,4,19,2008,9,16,31.7,20.9,26.3,10.8,0.0,13.3,2008,9,16,296.17,295.9,98.5,17.4,294.6,299.8,18.3,5.199999999999989,297.20000000000005,38,38.0, 2.168000e-01, 3.362667e-01, 2.773333e-01, 2.089333e-01
428,13,2008-09-23,0,0,4,15,6,25,2008,9,23,-9999.0,19.6,-9999.0,-9999.0,-9999.0,2.67,2008,9,23,297.2,293.23,82.28,14.74,292.4,306.5,0,14.100000000000023,299.45,39,39.0, 4.149500e-01, 4.006857e-01, 3.634286e-01, 3.224000e-01
429,14,2008-09-30,0,0,1,30,14,45,2008,9,30,36.2,-9999.0,-9999.0,-9999.0,-9999.0,13.1,2008,9,30,298.48,297.73,95.75,19.53,295.8,304.1,8.8,8.300000000000011,299.95000000000005,40,40.0, 3.930857e-01, 4.048429e-01, 3.782714e-01, 3.437000e-01
430,15,2008-10-07,0,0,1,23,10,34,2008,10,7,-9999.0,23.0,-9999.0,-9999.0,0.0,3.64,2008,10,7,297.66,297.08,96.7,18.71,295.8,303.8,10.8,8,299.8,41,41.0, 1.605571e-01, 2.061143e-01, 1.638714e-01, 1.949333e-01
431,16,2008-10-14,0,0,0,43,20,63,2008,10,14,-9999.0,21.8,-9999.0,-9999.0,5.1,2.24,2008,10,14,298.22,297.27,95.05,19.01,295.3,305,8.3,9.699999999999989,300.15,42,42.0, 2.882000e-01, 3.579714e-01, 2.278571e-01, 2.807571e-01
432,17,2008-10-21,0,0,2,37,5,44,2008,10,21,34.0,-9999.0,-9999.0,-9999.0,0.0,5,2008,10,21,297.75,297.55,99.12,19.28,296.2,299.4,47.5,3.1999999999999886,297.79999999999995,43,43.0, 3.291571e-01, 2.568429e-01, 2.279000e-01, 2.733429e-01
433,18,2008-10-28,0,0,2,41,7,50,2008,10,28,35.0,-9999.0,-9999.0,-9999.0,-9999.0,19.42,2008,10,28,298.53,298.01,97.25,19.86,296.5,303.4,24.3,6.899999999999977,299.95,44,44.0, 1.617429e-01, 2.196143e-01, 1.962000e-01, 1.982714e-01
434,19,2008-11-04,0,0,0,23,12,35,2008,11,4,31.5,21.1,26.3,10.4,17.0,22.04,2008,11,4,297.33,297.08,98.73,18.72,295.7,299,25.9,3.3000000000000114,297.35,45,45.0, 5.010286e-01, 5.457286e-01, 4.450000e-01, 4.276857e-01
435,20,2008-11-11,0,0,0,14,2,16,2008,11,11,-9999.0,21.9,-9999.0,-9999.0,0.0,17.78,2008,11,11,299.32,297,89.1,18.67,296.6,304.8,1.7,8.199999999999989,300.70000000000005,46,46.0, 3.042857e-01, 4.003857e-01, 2.946429e-01, 3.062714e-01
436,21,2008-11-18,0,0,0,13,3,16,2008,11,18,33.5,-9999.0,-9999.0,-9999.0,-9999.0,17.89,2008,11,18,298.61,298.24,98.07,20.15,296.5,300,15.1,3.5,298.25,47,47.0, 1.930571e-01, 1.830571e-01, 1.965286e-01, 1.762571e-01
437,22,2008-11-25,0,0,0,10,3,13,2008,11,25,-9999.0,23.0,-9999.0,-9999.0,0.0,10.07,2008,11,25,298.08,297.9,99.23,19.73,296.1,299,37.7,2.8999999999999773,297.55,48,48.0, 2.510143e-01, 3.213000e-01, 2.883143e-01, 2.537000e-01
438,23,2008-12-02,0,0,0,4,5,9,2008,12,2,32.3,21.2,26.8,11.1,5.1,15.7,2008,12,2,298.86,296.29,88.53,17.84,296.3,304.9,2.95,8.599999999999966,300.6,49,49.0, 1.643667e-01, 1.549167e-01, 1.963500e-01, 1.731333e-01
439,24,2008-12-09,0,0,0,13,2,15,2008,12,9,33.5,21.4,27.5,12.1,-9999.0,0,2008,12,9,298.25,297,93.2,18.69,295.7,305.2,7.4,9.5,300.45,50,50.0, 2.894167e-01, 2.580857e-01, 3.477800e-01, 2.748286e-01
440,25,2008-12-16,0,0,0,3,1,4,2008,12,16,34.5,22.4,28.5,12.1,-9999.0,0,2008,12,16,300.42,294.08,71.47,15.64,296,307.6,0,11.600000000000023,301.8,51,51.0, 1.783857e-01, 1.923000e-01, 2.191714e-01, 2.497286e-01
441,26,2008-12-23,0,0,0,0,0,0,2008,12,23,35.0,-9999.0,-9999.0,-9999.0,-9999.0,14.1,2008,12,23,299.32,295.95,85.55,17.56,295.7,306.5,6.9,10.800000000000011,301.1,52,52.0, 2.634125e-01, 2.266250e-01, 2.198750e-01, 2.000875e-01
442,27,2009-01-01,0,0,0,1,0,1,2009,1,1,33.5,-9999.0,-9999.0,-9999.0,-9999.0,0.49,2009,1,1,297.54,296.84,96.1,18.57,295.2,303.2,22.4,8,299.2,1,1.0, 1.512857e-01, 1.194429e-01, 1.616857e-01, 1.532714e-01
443,28,2009-01-08,0,0,0,9,1,10,2009,1,8,32.0,-9999.0,-9999.0,-9999.0,0.0,19.84,2009,1,8,296.64,296.47,99.23,18.06,295.8,299.8,41.1,4,297.8,2,2.0, 2.299167e-01, 2.230500e-01, 1.223400e-01, 2.611667e-01
444,29,2009-01-15,0,0,0,10,1,11,2009,1,15,-9999.0,22.2,-9999.0,-9999.0,0.0,1.81,2009,1,15,296,294.95,94.53,16.41,294.5,300.9,0.6,6.399999999999977,297.7,3,3.0, 1.884857e-01, 2.775000e-01, 1.881857e-01, 2.039143e-01
445,30,2009-01-22,0,0,0,23,6,29,2009,1,22,33.9,21.5,27.7,12.4,0.0,11.83,2009,1,22,297.54,295.95,92.1,17.45,295.2,302.2,11.6,7,298.7,4,4.0, 1.884571e-01, 2.139286e-01, 1.993143e-01, 2.027000e-01
446,31,2009-01-29,0,0,0,30,5,35,2009,1,29,33.0,21.5,27.2,11.5,16.0,41.76,2009,1,29,297.93,296.6,93.28,18.19,296.1,302.7,3.5,6.599999999999966,299.4,5,5.0, 1.667333e-01, 1.617167e-01, 1.737333e-01, 1.904333e-01
447,32,2009-02-05,0,0,0,24,6,30,2009,2,5,34.4,-9999.0,-9999.0,-9999.0,-9999.0,32.03,2009,2,5,296.72,295.79,94.97,17.26,295.1,302.1,2.8,7,298.6,6,6.0, 2.799143e-01, 3.076571e-01, 2.402857e-01, 1.957286e-01
448,33,2009-02-12,0,0,0,18,2,20,2009,2,12,34.0,21.8,27.9,12.2,31.0,41.32,2009,2,12,296.72,296.42,98.38,17.97,295.8,298.8,96.6,3,297.3,7,7.0, 1.702714e-01, 1.429714e-01, 1.511143e-01, 1.404714e-01
449,34,2009-02-19,0,0,0,16,5,21,2009,2,19,29.2,21.5,25.4,7.7,17.0,35.5,2009,2,19,296.76,296.55,98.85,18.16,295.6,299.3,21.6,3.6999999999999886,297.45000000000005,8,8.0, 1.887857e-01, 2.029857e-01, 1.594571e-01, 1.568714e-01
450,35,2009-02-26,0,0,0,9,3,12,2009,2,26,35.0,22.4,28.7,12.6,-9999.0,1.89,2009,2,26,297.62,297.29,98.18,18.99,296.4,299.9,22,3.5,298.15,9,9.0, 2.823600e-01, 3.160167e-01, 3.051167e-01, 2.940833e-01
451,36,2009-03-05,0,0,0,3,6,9,2009,3,5,-9999.0,21.0,-9999.0,-9999.0,-9999.0,5.24,2009,3,5,296.63,296.2,97.7,17.88,293.6,303.1,9.7,9.5,298.35,10,10.0, 3.620714e-01, 3.792857e-01, 3.367000e-01, 3.453000e-01
452,37,2009-03-12,0,0,0,8,3,11,2009,3,12,-9999.0,21.0,-9999.0,-9999.0,4.1,1.09,2009,3,12,297.12,296.73,97.85,18.34,296.2,298.8,9,2.6000000000000227,297.5,11,11.0, 2.034286e-01, 2.018714e-01, 1.784429e-01, 2.259714e-01
453,38,2009-03-19,0,0,0,9,0,9,2009,3,19,34.4,-9999.0,-9999.0,-9999.0,-9999.0,36.41,2009,3,19,297.48,297.1,98,18.78,296,299.8,14.3,3.8000000000000114,297.9,12,12.0, 1.578833e-01, 2.013857e-01, 1.921000e-01, 2.137286e-01
454,39,2009-03-26,0,0,0,4,1,5,2009,3,26,-9999.0,-9999.0,-9999.0,-9999.0,0.0,5.34,2009,3,26,297.09,296.75,98.15,18.41,295.7,300.1,7.9,4.400000000000034,297.9,13,13.0, 2.235857e-01, 3.057857e-01, 2.591333e-01, 2.632857e-01
455,40,2009-04-02,0,0,1,6,4,11,2009,4,2,32.3,-9999.0,-9999.0,-9999.0,-9999.0,2.07,2009,4,2,298.07,295.62,88.75,17.15,294.9,304.5,10.62,9.600000000000023,299.7,14,14.0, 8.905714e-02, 9.934286e-02, 5.895000e-02, 8.927143e-02
456,41,2009-04-09,0,0,0,2,1,3,2009,4,9,32.0,21.2,26.6,10.8,58.9,45.49,2009,4,9,296.86,296.4,97.43,17.94,295.4,299.7,3.2,4.300000000000011,297.54999999999995,15,15.0, 1.468429e-01, 1.487714e-01, 1.416571e-01, 1.411857e-01
457,42,2009-04-16,0,0,1,4,0,5,2009,4,16,29.8,22.3,26.0,7.5,14.0,6.17,2009,4,16,296.57,296.33,98.55,17.83,295.6,298.6,6.2,3,297.1,16,16.0, 2.236000e-01, 2.161429e-01, 1.788286e-01, 1.750000e-01
458,43,2009-04-23,0,0,0,3,2,5,2009,4,23,32.7,-9999.0,-9999.0,-9999.0,-9999.0,1.54,2009,4,23,297.84,296.8,94.7,18.41,295.2,303.6,2.4,8.400000000000034,299.4,17,17.0, 1.953429e-01, 2.023857e-01, 2.856714e-01, 1.611857e-01
459,44,2009-04-30,0,0,0,2,2,4,2009,4,30,-9999.0,22.5,-9999.0,-9999.0,6.1,1.64,2009,4,30,297.46,297.3,99.3,18.97,296.4,300.4,15.7,4,298.4,18,18.0, 2.835857e-01, 3.161286e-01, 3.455143e-01, 2.374429e-01
460,45,2009-05-07,0,0,0,4,0,4,2009,5,7,33.6,22.0,27.8,11.6,5.1,10.33,2009,5,7,297.59,297.33,98.53,18.99,295,300.7,27.1,5.699999999999989,297.85,19,19.0, 1.907571e-01, 2.192000e-01, 2.645571e-01, 2.538857e-01
461,46,2009-05-14,0,0,0,0,1,1,2009,5,14,34.3,-9999.0,-9999.0,-9999.0,0.0,2.6,2009,5,14,298.63,295.27,86.2,16.8,294.5,307.1,0.4,12.600000000000023,300.8,20,20.0, 2.077429e-01, 2.160429e-01, 2.278571e-01, 2.542000e-01
462,47,2009-05-21,0,0,0,0,0,0,2009,5,21,31.6,22.0,26.8,9.6,2.0,0,2009,5,21,296.81,296.38,97.55,17.89,295.3,299.8,4,4.5,297.55,21,21.0, 3.312143e-01, 3.445143e-01, 2.172000e-01, 2.093857e-01
463,48,2009-05-28,0,0,0,1,1,2,2009,5,28,,,,,,2.13,2009,5,28,295.33,295.1,98.88,16.62,293.1,298.7,3.8,5.599999999999966,295.9,22,22.0, 2.383429e-01, 1.901429e-01, 1.973167e-01, 1.655000e-01
464,49,2009-06-04,0,0,0,1,2,3,2009,6,4,26.0,20.0,23.0,6.0,0.0,0,2009,6,4,294.19,291.12,84.73,12.9,291.5,300,0.1,8.5,295.75,23,23.0, 1.140000e-01, 1.262857e-01, 9.244286e-02, 9.747143e-02
465,50,2009-06-11,0,0,0,2,1,3,2009,6,11,33.2,22.5,27.9,10.7,0.0,9.93,2009,6,11,295.63,295,96.7,16.5,293.2,299.3,4.4,6.100000000000023,296.25,24,24.0, 1.871286e-01, 1.994714e-01, 1.578000e-01, 1.434571e-01
466,51,2009-06-18,0,0,0,3,2,5,2009,6,18,33.0,22.3,27.6,10.7,11.9,6.73,2009,6,18,297.8,295.9,90.95,17.41,295.1,304.2,6.4,9.099999999999966,299.65,25,25.0, 2.916714e-01, 3.891143e-01, 3.070286e-01, 3.562286e-01
467,52,2009-06-25,0,0,0,1,1,2,2009,6,25,33.2,-9999.0,-9999.0,-9999.0,-9999.0,41.69,2009,6,25,295.98,295.42,97.12,17.04,292.3,303.2,9.9,10.899999999999977,297.75,26,26.0, 2.708000e-01, 2.001571e-01, 2.051833e-01, 2.401286e-01
